0,765039
1,27606
2,29240
3,157203
4,4020399
5,66776
6,2846
7,108441
8,115
9,31278
10,59233
11,46898
12,40381
13,46077
14,12806
15,22496
16,1027612
17,14406
18,37347
19,24378
20,61056
21,9755
22,22738
23,18318
24,54048
25,30227
26,31035
27,441137
28,34916
29,9905
30,218884
31,4268
32,9277
33,1267
34,84608
35,73597
36,1307
37,43323
38,51387
39,7369
40,41715
41,829835
42,61939
43,36475
44,165074
45,39883
46,91090
47,22723
48,185107
49,113820
50,36908
51,94988
52,112421
53,58842
54,71603
55,13632
56,83531
57,1843103
58,21244
59,130360
60,38417
61,78360
62,180284
63,127060
64,27050
65,79674
66,82145
67,32204
68,452138
69,62990
70,50212
71,332721
72,4702
73,45209
74,14470
75,107332
76,141582
77,30315
78,115417
79,52838
80,28618
81,44107
82,1428437
83,128028
84,38290
85,177316
86,205959
87,96007
88,28726
89,256358
90,144880
91,37388
92,100190
93,139704
94,64617
95,80942
96,37783
97,107462
98,2363951
99,23865
100,143966
101,39003
102,99821
103,194035
104,156201
105,47096
106,92029
107,179060
108,37934
109,501702
110,73499
111,72001
112,441535
113,125555
114,72883
115,28557
116,127777
117,150583
118,35121
119,136144
120,55788
121,78920
122,53985
123,1555069
124,142688
125,61816
126,214125
127,318518
128,110684
129,36007
130,270929
131,157051
132,82784
133,143039
134,208119
135,280265
136,96583
137,84990
138,115953
139,2966967
140,70246
141,153541
142,100429
143,119486
144,289739
145,180830
146,53151
147,116537
148,266647
149,45848
150,602393
151,104107
152,99449
153,489079
154,127744
155,152751
156,38341
157,146472
158,163010
159,40529
160,155977
161,71946
162,135339
163,80239
164,1574479
165,152192
166,63095
167,221258
168,540240
169,118176
170,69822
171,474397
172,185497
173,111643
174,150237
175,267164
176,298427
177,118011
178,132820
179,159958
180,3233532
181,76236
182,177754
183,144938
184,123492
185,331873
186,197089
187,57736
188,158614
189,298354
190,92364
191,904867
192,172208
193,170218
194,553052
195,168923
196,166610
197,46313
198,256503
199,175920
200,51399
201,194034
202,72883
203,152436
204,99460
205,1914684
206,159948
207,80557
208,222072
209,569135
210,132292
211,147686
212,513637
213,202564
214,138045
215,224048
216,296512
217,298866
218,141521
219,149897
220,251764
221,3309283
222,95935
223,196094
224,153901
225,219105
226,342804
227,206324
228,86921
229,166820
230,311860
231,104582
232,1019603
233,185971
234,212638
235,575066
236,170822
237,226465
238,126290
239,278051
240,225434
241,120866
242,203664
243,76670
244,205935
245,110594
246,2870358
247,161245
248,162985
249,278453
250,705517
251,135262
252,164939
253,533993
254,237295
255,331678
256,240680
257,325448
258,327830
259,151238
260,149897
261,254536
262,3503783
263,162782
264,217283
265,184705
266,221602
267,476559
268,259339
269,144901
270,230690
271,327355
272,130154
273,1197368
274,198342
275,239487
276,755909
277,304649
278,245689
279,159978
280,284982
281,331254
282,136907
283,247675
284,155552
285,209802
286,147687
287,3087204
288,258015
289,192368
290,280553
291,1037847
292,181164
293,195502
294,547056
295,364066
296,331678
297,268181
298,338563
299,350091
300,177746
301,164102
302,488224
303,3900579
304,181641
305,226399
306,222457
307,226921
308,518194
309,273300
310,150193
311,248416
312,339020
313,186479
314,1211056
315,198957
316,309847
317,838275
318,346607
319,298262
320,173782
321,345459
322,423297
323,145538
324,261596
325,170133
326,253795
327,194076
328,3322170
329,308614
330,192855
331,286784
332,1057854
333,240715
334,195502
335,628444
336,511600
337,354279
338,280258
339,373248
340,367454
341,192855
342,262790
343,497428
344,4483770
345,222613
346,235715
347,230455
348,293964
349,518631
350,319882
351,197635
352,299837
353,431711
354,196680
355,1236257
356,204977
357,336671
358,847744
359,362210
360,353572
361,291425
362,361980
363,436799
364,225937
365,275750
366,230711
367,279522
368,200329
369,3656246
370,310287
371,225914
372,323900
373,1244014
374,247012
375,237036
376,633520
377,594616
378,357380
379,348751
380,386097
381,416120
382,215474
383,295481
384,536620
385,5100071
386,267591
387,246483
388,232700
389,295704
390,572752
391,380645
392,238958
393,328394
394,438684
395,276940
396,1236678
397,221697
398,382631
399,882268
400,410006
401,372810
402,385633
403,394027
404,442095
405,256624
406,362607
407,231489
408,359715
409,210306
410,4096809
411,319930
412,254303
413,378399
414,1315971
415,273111
416,266779
417,637134
418,656627
419,366385
420,361405
421,403675
422,482474
423,224962
424,317886
425,636223
426,5865889
427,344045
428,262103
429,241577
430,302841
431,600201
432,643359
433,252569
434,346109
435,481065
436,306293
437,1591156
438,251963
439,399300
440,933279
441,415629
442,411417
443,442165
444,400273
445,443369
446,275750
447,455843
448,289173
449,372396
450,254433
451,4224160
452,424042
453,262055
454,449341
455,1582086
456,315290
457,269893
458,642509
459,683685
460,377568
461,457185
462,444764
463,482570
464,297695
465,340672
466,645169
467,6594244
468,368799
469,377019
470,265676
471,313531
472,637940
473,716424
474,376976
475,374243
476,488932
477,318647
478,1798057
479,274207
480,422625
481,975150
482,419171
483,568667
484,472243
485,426787
486,509463
487,295702
488,464900
489,304899
490,380094
491,323627
492,4824884
493,432824
494,295135
495,459340
496,1650633
497,317257
498,316507
499,750894
500,686699
501,439399
502,478821
503,463725
504,482675
505,305184
506,518920
507,654503
508,7332721
509,408831
510,402061
511,275222
512,355023
513,688577
514,897467
515,386272
516,399073
517,528746
518,339461
519,2039775
520,292085
521,461701
522,983424
523,575852
524,571206
525,499066
526,468003
527,526914
528,339843
529,474578
530,315005
531,415797
532,332257
533,4862941
534,456979
535,350226
536,542033
537,1879970
538,395776
539,349151
540,803105
541,688892
542,441765
543,486804
544,492623
545,494023
546,355897
547,552095
548,689168
549,7445510
550,441549
551,430176
552,290425
553,390927
554,739311
555,987820
556,485728
557,402102
558,554691
559,340526
560,2241410
561,313978
562,527582
563,994812
564,576864
565,597605
566,499091
567,499668
568,546420
569,352406
570,495403
571,384059
572,505595
573,372646
574,5087410
575,482944
576,361501
577,650698
578,1927075
579,439288
580,582597
581,820310
582,740681
583,515590
584,499465
585,563452
586,502278
587,526600
588,639444
589,704734
590,7665067
591,539859
592,498604
593,309996
594,439967
595,745518
596,1033478
597,494963
598,405554
599,662074
600,343244
601,2329581
602,314965
603,527621
604,1036932
605,606843
606,598976
607,567639
608,515483
609,713233
610,357685
611,500230
612,396456
613,524428
614,411746
615,5241080
616,531720
617,385659
618,692153
619,1979304
620,473666
621,645216
622,879104
623,769360
624,562431
625,539006
